,Наименование продукта,Категория продукта,Подкатегория продукта,Безопасность,Качество,Общий балл,Сайт
0,"
                        Мука пшеничная хлебопекарная. Высший сорт.                    ",Бакалея,Мука пшеничная хлебопекарная,0.000,0.000,,https://rskrf.ru
0,"
                        Мука пшеничная хлебопекарная «Луховицкая» сорт Высший                    ",Бакалея,Мука пшеничная хлебопекарная,0.000,0.000,,https://rskrf.ru
0,"
                        3 GLOCKEN Genuss PUR Spaghetti                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Barilla spaghetti n.5                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти De Cecco № 12                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти Federici №3                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти «Fine Life»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти «HORECA select»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти MAKFA                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти тонкие №2 Шебекинские                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Спагетти Gallina Blanca                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.258,4.6288,https://rskrf.ru
0,"
                        BIO granoro                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.235,4.6175,https://rskrf.ru
0,"
                        Спагетти Grand DI Pasta                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.235,4.6175,https://rskrf.ru
0,"
                        Спагетти Maltagliati №004                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.235,4.6175,https://rskrf.ru
0,"
                        Спагетти № 3 Olliani                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.235,4.6175,https://rskrf.ru
0,"
                        Спагетти pastaZARA №3                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.235,4.6175,https://rskrf.ru
0,"
                        Спагетти «Granmulino» №4                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,2.500,3.7500,https://rskrf.ru
0,"
                        Spaghettini La Molisana                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,2.500,3.7500,https://rskrf.ru
0,"
                        Спагетти «Дон Густо»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,3.5000,https://rskrf.ru
0,"
                        Спагетти «ЛЕНТА»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,5.000,3.5000,https://rskrf.ru
0,"
                        Спагетти «Роллтон»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,4.235,3.1175,https://rskrf.ru
0,"
                        Спагетти «Седьмой континент»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,2.500,3.0000,https://rskrf.ru
0,"
                        Спагетти «Baisad»                    ",Бакалея,Спагетти из твердых сортов пшеницы,5.000,3.493,2.7463,https://rskrf.ru
0,"
                        Cоль поваренная пищевая морская садочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль морская пищевая крупная, самосадочная «Соль Мертвого моря»                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        СОЛЬ ЭКСТРА поваренная пищевая, выварочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль морская «Sea Salt» натуральная пищевая, поваренная садочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        100% натуральная морская соль «Salina Organic Sea Salt»                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая молотая «Sea Salt» (морская соль крупная Илецкая)                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая садочная морская                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль крупная пищевая каменная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая морская садочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль морская                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Морская Живая Соль с b-каротином                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая выварочная экстра «Полесье»                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая молотая «Илецкая»                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль морская поваренная пищевая садочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Cоль пищевая «Морская плюс» мелкая                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль морская поваренная пищевая садочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая самосадочная                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль Астраханского края, поваренная пищевая молотая                    ",Бакалея,Пищевая соль,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Соль пищевая (природная каменная) «ROCK SALT»                    ",Бакалея,Пищевая соль,5.000,4.750,4.9000,https://rskrf.ru
0,"
                        Соль поваренная пищевая каменная молотая для засолки и консервирования продуктов                    ",Бакалея,Пищевая соль,5.000,4.750,4.9000,https://rskrf.ru
0,"
                        Соль поваренная пищевая выварочная экстра «Полесье»                    ",Бакалея,Пищевая соль,5.000,4.500,4.8000,https://rskrf.ru
0,"
                        Соль поваренная пищевая выварочная ЭКСТРА                    ",Бакалея,Пищевая соль,5.000,4.430,4.7720,https://rskrf.ru
0,"
                        Соль морская йодированная мелкая                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Соль морская пищевая йодированная, садочная                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Морская соль, йодированная поваренная пищевая выварочна                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Соль поваренная пищевая морская садочная йодированная                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Соль каменная поваренная пищевая                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Соль поваренная пищевая йодированная «Илецкая»                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Соль поваренная пищевая каменная                    ",Бакалея,Пищевая соль,5.000,5.000,4.6000,https://rskrf.ru
0,"
                        Соль пищевая выварочная йодированная, сорт экстра                    ",Бакалея,Пищевая соль,5.000,4.640,4.4560,https://rskrf.ru
0,"
                        Соль поваренная пищевая выварочная, сорт «Экстра»                    ",Бакалея,Пищевая соль,5.000,3.313,4.3250,https://rskrf.ru
0,"
                        Соль поваренная пищевая садочная морская йодированная                    ",Бакалея,Пищевая соль,5.000,5.000,4.1000,https://rskrf.ru
0,"
                        Соль атлантическая морская йодированная пищевая мелкая                    ",Бакалея,Пищевая соль,5.000,4.680,3.9720,https://rskrf.ru
0,"
                        Соль морская пищевая йодированная, садочная                    ",Бакалея,Пищевая соль,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Sea Salt натуральная пищевая морская соль, средняя, поваренная садочная                    ",Бакалея,Пищевая соль,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Натуральная морская пищевая соль мелкая йодированная NATURAL SEA SALT                    ",Бакалея,Пищевая соль,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая                    ",Бакалея,Пищевая соль,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая выварочная йодированная «Северное сияние»                    ",Бакалея,Пищевая соль,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Соль поваренная пищевая каменная                    ",Бакалея,Пищевая соль,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Соль «Crista» поваренная пищевая морская садочная йодированная с пониженным содержанием натрия                    ",Бакалея,Пищевая соль,5.000,4.680,2.8720,https://rskrf.ru
0,"
                        Соль поваренная пищевая выварочная «ЭКСТРА» с добавками йода                    ",Бакалея,Пищевая соль,5.000,4.680,2.8720,https://rskrf.ru
0,"
                        Соль пищевая с пониженным содержанием натрия                    ",Бакалея,Пищевая соль,5.000,4.640,2.8560,https://rskrf.ru
0,"
                        Соль поваренная пищевая йодированная выварочная, сорт «Экстра»                    ",Бакалея,Пищевая соль,5.000,4.500,2.8000,https://rskrf.ru
0,"
                        Мясной продукт, изделие колбасное варёное, сосиски категории Б, «Сливочные» «Дымов»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,5.000,4.7600,https://rskrf.ru
0,"
                        Сосиски «Сливочные», мясное колбасное изделие, вареное, категории Б «Мираторг»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,4.4400,https://rskrf.ru
0,"
                        Колбасное изделие вареное, сосиски «Рублёвский» «Сливочные», мясной продукт категории Б, упаковано в модифицированной атмосфере, охлажденные                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,4.3600,https://rskrf.ru
0,"
                        Сосиски «Вязанка» «Сливочные», мясной продукт, колбасные изделия вареные, торговая серия «Сливушки»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,5.000,4.2800,https://rskrf.ru
0,"
                        Сосиски сливочные, мясное колбасное изделие вареное, категории Б «Губкинский мясокомбинат»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,2.600,4.2800,https://rskrf.ru
0,"
                        Сосиски вареные «Сливочные», мясной продукт категории Б, колбасное изделие «Мясной дом Бородина»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.9600,https://rskrf.ru
0,"
                        Сосиски «Сливочные», мясной продукт, изделия колбасные вареные категории Б «Окраина»                     ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.9600,https://rskrf.ru
0,"
                        Сосиски «Сливочные», охлажденные, мясной продукт категории Б «Сибколбасы»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.9600,https://rskrf.ru
0,"
                        Мясное изделие, колбасное, вареное, категории Б, Сосиски «Сливочные» отборные «Иней»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.4000,https://rskrf.ru
0,"
                        Мясной продукт, колбасное изделие вареное, сосиски «Сливочные», категории Б, охлажденные «Мясницкий ряд»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.4000,https://rskrf.ru
0,"
                        Мясной продукт, изделие колбасное вареное категории Б «Останкино»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,5.000,3.4000,https://rskrf.ru
0,"
                        Сосиски сливочные, мясосодержащий продукт, изделие колбасное вареное, категории В, «Папа может»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.4000,https://rskrf.ru
0,"
                        Изделие колбасное вареное из мяса птицы, сосиски «Сливочные» «От бекона» второй сорт, охлажденные «Омский бекон»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.3200,https://rskrf.ru
0,"
                        Сосиски сливочные «По-стародворски», мясной продукт, колбасные изделия вареные «Стародворье»                     ",Колбасные изделия,Сосиски «Сливочные»,5.000,3.400,3.3200,https://rskrf.ru
0,"
                        Сосиски «Сливочные», изделие колбасное вареное, мясной продукт категории В «Ближние горки»                     ",Колбасные изделия,Сосиски «Сливочные»,0.000,3.400,2.1200,https://rskrf.ru
0,"
                        Мясной продукт, колбасное изделие вареное, сосиски «Сливочные» «Велком», категории Б                    ",Колбасные изделия,Сосиски «Сливочные»,0.000,3.400,2.0400,https://rskrf.ru
0,"
                        Мясной продукт категории Б, колбасное изделие вареное, сосиски «Сливочные», ГОСТ, «Великолукский мясокомбинат»                    ",Колбасные изделия,Сосиски «Сливочные»,5.000,0.000,2.0000,https://rskrf.ru
0,"
                        Сосиски «Сливочные», колбасное изделие вареное, мясной продукт категории Б «Клинский»                    ",Колбасные изделия,Сосиски «Сливочные»,0.000,3.200,1.3600,https://rskrf.ru
0,"
                        Сосиски сливочные «По-черкизовски», изделие колбасное вареное, мясосодержащее «Черкизово»                    ",Колбасные изделия,Сосиски «Сливочные»,0.000,3.400,1.0000,https://rskrf.ru
0,"
                        Мясной продукт категории Б, колбасное изделие вареное, сосиски «Сливочные» «Атрус»                     ",Колбасные изделия,Сосиски «Сливочные»,0.000,2.600,,https://rskrf.ru
0,"
                        Мясное колбасное изделие, вареное, категории А «Окраина».                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.9600,https://rskrf.ru
0,"
                        Колбаса «Докторская» варёная, мясной продукт категории А                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.9325,https://rskrf.ru
0,"
                        «Вязанка» «Докторская», мясной продукт категории А, колбасное изделие вареное.                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.8300,https://rskrf.ru
0,"
                        Колбасное изделие. Колбаса вареная «Докторская», мясной продукт кат.А (мини) «Клинский».                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.8200,https://rskrf.ru
0,"
                        Мясной продукт категории А. Колбасное изделие вареное. Колбаса «Докторская» в вакуумной упаковке «Дымов».                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.8000,https://rskrf.ru
0,"
                        Колбаса «Докторская» ГОСТ                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.7975,https://rskrf.ru
0,"
                        Колбаса «Докторская», мясной продукт. Колбасное изделие вареное категории А «Снежана»                     ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.7975,https://rskrf.ru
0,"
                        Колбаса «Докторская», ГОСТ б/о з/а колбасное изделие вареное, котегория А                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.300,4.7925,https://rskrf.ru
0,"
                        колбасное изделие вареная колбаса «Докторская», мясной продукт категории А охлажденный                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.200,4.7725,https://rskrf.ru
0,"
                        «Докторская» вареная колбаса. Колбасное изделие, мясной продукт категории А «Ближние горки».                    ",Колбасные изделия,Колбаса «Докторская»,5.000,5.000,4.7700,https://rskrf.ru
0,"
                        Мясное колбасное изделие. Колбаса «Докторская» вареная категории А, охлажденная ГОСТ Р 52196-2011                    ",Колбасные изделия,Колбаса «Докторская»,4.750,4.000,4.7250,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,3.900,4.7125,https://rskrf.ru
0,"
                        Продукт мясной. Колбасное изделие вареное охлажденное. Колбаса «Докторская» вареная категории А                    ",Колбасные изделия,Колбаса «Докторская»,0.000,4.100,4.6850,https://rskrf.ru
0,"
                        Изделие колбасное вареное. Колбаса «Докторская». Мясной продукт категории А.                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.400,4.6775,https://rskrf.ru
0,"
                        Колбаса «Докторская» ГОСТ                    ",Колбасные изделия,Колбаса «Докторская»,4.438,5.000,4.6288,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,4.438,4.690,4.5668,https://rskrf.ru
0,"
                        Изделие колбасное варенное. Колбаса варенная «Докторская», высший сорт                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.620,4.2265,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.920,4.1515,https://rskrf.ru
0,"
                        Колбаса «Докторская» ГОСТ                    ",Колбасные изделия,Колбаса «Докторская»,4.438,4.440,4.0218,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.730,3.9785,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,3.250,3.9750,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,4.438,4.290,3.8568,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,3.800,3.7925,https://rskrf.ru
0,"
                        Колбаса вареная «Докторская» б/о, мясной продукт категории А, колбасное изделие «Мясной Дом Бородина».                    ",Колбасные изделия,Колбаса «Докторская»,5.000,3.465,3.6400,https://rskrf.ru
0,"
                        Мясной продукт. Колбасное изделие вареное. Колбаса «Докторская» категории А                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.400,3.1300,https://rskrf.ru
0,"
                        Мясной продукт. Колбасное изделие вареное. Колбаса «Велком» «Докторская» категории А.                    ",Колбасные изделия,Колбаса «Докторская»,5.000,1.500,3.1000,https://rskrf.ru
0,"
                        Колбаса «Докторская» вареная. Мясной продукт категории А, колбасное изделие                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.400,3.0625,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.820,3.0115,https://rskrf.ru
0,"
                        Колбаса «Докторская», мясное колбасное вареное изделие категории А, охлаждённое                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.400,2.9950,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.260,2.8995,https://rskrf.ru
0,"
                        Колбаса «Докторская» вареная. «Свинокомплекс ""Томский""». ГОСТ Р 52196-2011, мясной продукт категории А                    ",Колбасные изделия,Колбаса «Докторская»,4.750,4.600,2.8925,https://rskrf.ru
0,"
                        Колбасное изделие, вареное. Мясной продукт категории А. Колбаса «Докторская» вареная                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.200,2.8875,https://rskrf.ru
0,"
                        Колбаса «Докторская» вареная. Мясной продукт категории А, охлажденный. ГОСТ Р 52196-2011                    ",Колбасные изделия,Колбаса «Докторская»,4.750,4.200,2.8800,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,3.875,5.000,2.8450,https://rskrf.ru
0,"
                        Колбаса «Докторская» охлаждёная                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.633,2.8391,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,5.000,4.570,2.8265,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,4.438,4.580,2.7948,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,3.875,4.450,2.6000,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,4.438,4.230,2.5898,https://rskrf.ru
0,"
                        Колбаса «Докторская»                    ",Колбасные изделия,Колбаса «Докторская»,0.000,4.790,,https://rskrf.ru
0,"
                        Мясной продукт категории Б. Колбасное изделие вареное. Сосиски «Молочные» «Дымов».                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Сосиски «Молочные». Колбасное изделие вареное; мясной продукт категории Б «Клинский».                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,5.0000,https://rskrf.ru
0,"
                        Традиционные молочные сосиски. Мясосодержащий продукт, изделие колбасное вареное, категории Б «Папа может».                    ",Колбасные изделия,Сосиски «Молочные»,5.000,4.500,4.9000,https://rskrf.ru
0,"
                        Бурятмяспром                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.8200,https://rskrf.ru
0,"
                        Йола                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.8200,https://rskrf.ru
0,"
                        Мясной дом Бородина 1997                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.8200,https://rskrf.ru
0,"
                        Пит-Продукт                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.8200,https://rskrf.ru
0,"
                        Серышевский                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.8000,https://rskrf.ru
0,"
                        Восточный                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.6400,https://rskrf.ru
0,"
                        Микоян                    ",Колбасные изделия,Сосиски «Молочные»,5.000,3.960,4.6120,https://rskrf.ru
0,"
                        Фамильные колбасы                    ",Колбасные изделия,Сосиски «Молочные»,5.000,3.264,4.4728,https://rskrf.ru
0,"
                        Сочинский Мясокомбинат                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.3700,https://rskrf.ru
0,"
                        Великолукский мясокомбинат                    ",Колбасные изделия,Сосиски «Молочные»,3.750,5.000,4.3200,https://rskrf.ru
0,"
                        Окраина                    ",Колбасные изделия,Сосиски «Молочные»,3.750,4.864,4.2928,https://rskrf.ru
0,"
                        Черкашин И Партнёръ                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,4.1900,https://rskrf.ru
0,"
                        Останкино                    ",Колбасные изделия,Сосиски «Молочные»,3.750,4.064,4.1328,https://rskrf.ru
0,"
                        Свинокомплекс Томский                    ",Колбасные изделия,Сосиски «Молочные»,3.125,5.000,4.0700,https://rskrf.ru
0,"
                        Мясокомбинат Новоалександровский                    ",Колбасные изделия,Сосиски «Молочные»,3.125,5.000,3.8900,https://rskrf.ru
0,"
                        Стародворские колбасы (Вязанка)                    ",Колбасные изделия,Сосиски «Молочные»,5.000,4.464,3.8128,https://rskrf.ru
0,"
                        ВМК                    ",Колбасные изделия,Сосиски «Молочные»,5.000,4.200,3.5800,https://rskrf.ru
0,"
                        Горин продукт                    ",Колбасные изделия,Сосиски «Молочные»,3.750,5.000,3.4200,https://rskrf.ru
0,"
                        Мясной продукт категории Б. Колбасное изделие вареное. Сосиски «Молочные»  «Ближние горки».                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Мясной продукт. Колбасное изделие вареное. Сосиски «Молочные», категории Б «Велком».                    ",Колбасные изделия,Сосиски «Молочные»,0.000,5.000,3.0000,https://rskrf.ru
0,"
                        Дюк                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Мясная история                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Ремит                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Тавр                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,3.0000,https://rskrf.ru
0,"
                        Малаховский                    ",Колбасные изделия,Сосиски «Молочные»,5.000,4.464,2.8928,https://rskrf.ru
0,"
                        Царицыно                    ",Колбасные изделия,Сосиски «Молочные»,3.125,3.264,2.8228,https://rskrf.ru
0,"
                        Балахоновский мясокомбинат                    ",Колбасные изделия,Сосиски «Молочные»,0.000,5.000,2.8200,https://rskrf.ru
0,"
                        Губернская мясная компания                    ",Колбасные изделия,Сосиски «Молочные»,5.000,3.800,2.7600,https://rskrf.ru
0,"
                        Черкизово                    ",Колбасные изделия,Сосиски «Молочные»,3.125,3.136,2.6972,https://rskrf.ru
0,"
                        Атяшево                    ",Колбасные изделия,Сосиски «Молочные»,3.750,4.336,2.3672,https://rskrf.ru
0,"
                        Егорьевская колбасно-гастрономическая фабрика имени К.Ю. Афанасьева                    ",Колбасные изделия,Сосиски «Молочные»,3.750,3.800,2.2600,https://rskrf.ru
0,"
                        Дмитрогорский продукт                    ",Колбасные изделия,Сосиски «Молочные»,3.125,4.984,2.2468,https://rskrf.ru
0,"
                        Владимирский стандарт                    ",Колбасные изделия,Сосиски «Молочные»,0.000,4.800,0.0000,https://rskrf.ru
0,"
                        Мясной продукт. Колбасное изделие вареное. Сосиски «Молочные», категории Б, охлажденные, в полиамидной оболочке «Мясницкий ряд».                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,,https://rskrf.ru
0,"
                        Мясокомбинат Псковский                    ",Колбасные изделия,Сосиски «Молочные»,0.000,5.000,0.0000,https://rskrf.ru
0,"
                        Ромкор                    ",Колбасные изделия,Сосиски «Молочные»,0.000,5.000,0.0000,https://rskrf.ru
0,"
                        Колбасное изделие. Сосиски вареные «Молочные». Мясной продукт категории Б, охлажденные «Рублевский».                    ",Колбасные изделия,Сосиски «Молочные»,5.000,5.000,,https://rskrf.ru
0,"
                        Сервелат ГОСТ. Колбаса варено-копченая, колбасное изделие, мясной продукт категории А «Ближние горки».                    ",Колбасные изделия,Сервелат,5.000,5.000,4.8600,https://rskrf.ru
0,"
                        Колбасное изделие, колбаса варено-копченая, сервелат «Клинский». Мясной продукт кат. А.                    ",Колбасные изделия,Сервелат,5.000,4.650,4.7300,https://rskrf.ru
0,"
                        Колбаса варено-копченая, сервелат «Ремит».                    ",Колбасные изделия,Сервелат,5.000,4.685,4.7025,https://rskrf.ru
0,"
                        Сервелат «Велком»                    ",Колбасные изделия,Сервелат,5.000,2.450,4.4900,https://rskrf.ru
0,"
                        Изделия колбасные варено-копченые. Продут мясной категории В, колбаса варено-копченая «Сервелат Владимирский» охлажденная «Владимирский стандарт».                    ",Колбасные изделия,Сервелат,5.000,3.295,4.0500,https://rskrf.ru
0,"
                        Сервелат «Останкино»                    ",Колбасные изделия,Сервелат,5.000,2.450,3.8975,https://rskrf.ru
0,"
                        Сервелат «Рублевский»                    ",Колбасные изделия,Сервелат,5.000,3.100,3.8850,https://rskrf.ru
0,"
                        Сервелат «Таврия». Колбасное изделие варено-копченое, мясной продукт категории А.                    ",Колбасные изделия,Сервелат,5.000,3.250,3.8300,https://rskrf.ru
0,"
                        Сервелат «Мясницкий ряд»                    ",Колбасные изделия,Сервелат,5.000,4.650,3.4850,https://rskrf.ru
0,"
                        Сервелат «Мясновъ»                    ",Колбасные изделия,Сервелат,5.000,4.450,3.4400,https://rskrf.ru
0,"
                        Сервелат варено- копченый- колбаса «Иней»                    ",Колбасные изделия,Сервелат,5.000,2.300,3.3100,https://rskrf.ru
0,"
                        Сервелат «Коньячный», «ВкусВилл»                    ",Колбасные изделия,Сервелат,5.000,3.300,3.2150,https://rskrf.ru
0,"
                        Сервелат «Горин продукт»                    ",Колбасные изделия,Сервелат,5.000,4.300,3.1650,https://rskrf.ru
0,"
                        Сервелат варено-копченый, колбаса «Пит- Продукт»                    ",Колбасные изделия,Сервелат,5.000,4.300,3.1650,https://rskrf.ru
0,"
                        Сервелат «Финский» «Папа может». Мясной продукт, изделие колбасное, варено-копченое.                    ",Колбасные изделия,Сервелат,5.000,1.950,3.0600,https://rskrf.ru
0,"
                        Сервелат «Мясной дом Бородина 1997»                    ",Колбасные изделия,Сервелат,5.000,3.450,2.9275,https://rskrf.ru
0,"
                        Сервелат «Фамильные колбасы»                    ",Колбасные изделия,Сервелат,5.000,3.950,2.8975,https://rskrf.ru
0,"
                        Сервелат «Дымов»                    ",Колбасные изделия,Сервелат,5.000,2.700,2.8450,https://rskrf.ru
0,"
                        Сервелат «Финский», «Егорьевская»                    ",Колбасные изделия,Сервелат,5.000,2.450,2.7775,https://rskrf.ru
