,Наименование продукта,Категория продукта,Подкатегория продукта,Безопасность,Качество,Общий балл,Сайт
0,"Колбаса ""Окраина"" ""Московская""", Мясные продукты , Полукопченая и варено-копченая колбаса ,83,71,57,https://roscontrol.com/
0,"Колбаса ""Останкино"" ""Московская""", Мясные продукты , Полукопченая и варено-копченая колбаса ,50,55,45,https://roscontrol.com/
0,"Колбаса ""Ремит"", сервелат", Мясные продукты , Полукопченая и варено-копченая колбаса ,66,33,46,https://roscontrol.com/
0,"Сардельки ""Малаховский"" ""Докторские""", Мясные продукты , Сосиски и сардельки ,66,41,27,https://roscontrol.com/
0,"Сардельки ""Окраина"" ""Докторские""", Мясные продукты , Сосиски и сардельки ,68,41,36,https://roscontrol.com/
0,"Сардельки ""Рублевский"" ""Докторские"", категория Б", Мясные продукты , Сосиски и сардельки ,70,41,31,https://roscontrol.com/
0,"Сосиски ""Дымов"" молочные", Мясные продукты , Сосиски и сардельки ,68,81,54,https://roscontrol.com/
0,"Сосиски ""Микоян"" ""Венские""", Мясные продукты , Сосиски и сардельки ,69,57,36,https://roscontrol.com/
0,"Сосиски ""Снежана"" ""Венские""", Мясные продукты , Сосиски и сардельки ,64,59,31,https://roscontrol.com/
0,"Сосиски ""Вкусвилл"" ""Венские""", Мясные продукты , Сосиски и сардельки ,67,76,63,https://roscontrol.com/
0,"Сосиски ""МясновЪ/Черкизово"" ""Венские""", Мясные продукты , Сосиски и сардельки ,48,57,26,https://roscontrol.com/
0,"Сосиски ""Черкизово"" молочные", Мясные продукты , Сосиски и сардельки ,63,73,51,https://roscontrol.com/
0,"Сардельки докторские ""Ближние горки""", Мясные продукты , Сосиски и сардельки ,59,56,32,https://roscontrol.com/
0,"Сардельки телячьи ""Сетунь""", Мясные продукты , Сосиски и сардельки ,64,52,29,https://roscontrol.com/
0,"Сардельки докторские ""Клинский""", Мясные продукты , Сосиски и сардельки ,60,58,39,https://roscontrol.com/
0,"Сардельки докторские ""Останкино""", Мясные продукты , Сосиски и сардельки ,64,22,22,https://roscontrol.com/
0,"Шпикачки ""Велком""", Мясные продукты , Сосиски и сардельки ,77,71,54,https://roscontrol.com/
0,"Шпикачки ""Каждый день""", Мясные продукты , Сосиски и сардельки ,75,60,37,https://roscontrol.com/
0,"Шпикачки ""Микоян"", ""Столичные""", Мясные продукты , Сосиски и сардельки ,67,43,32,https://roscontrol.com/
0,"Сосиски ""Русский сорт"", молочные", Мясные продукты , Сосиски и сардельки ,66,87,59,https://roscontrol.com/
0,"Сосиски ""Мясновъ"", молочные", Мясные продукты , Сосиски и сардельки ,45,72,48,https://roscontrol.com/
0,"Ветчина ""Окраина"", ""Для завтрака"", категория А", Мясные продукты , Ветчина ,55,79,55,https://roscontrol.com/
0,"Ветчина ""Микоян"", ""Московская""", Мясные продукты , Ветчина ,53,77,38,https://roscontrol.com/
0,"Ветчина ""Папа может"", ""Для завтрака""", Мясные продукты , Ветчина ,56,51,27,https://roscontrol.com/
0,"Ветчина ""Мяснов/Черкизово"", ""Для завтрака"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Велком"", ""Для завтрака из окорока""", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Мясной дом Бородина"" ""Для завтрака"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Рублёвский"", ""Для завтрака"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Ближние горки"", ""Для завтрака""", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Империя вкуса"", с индейкой", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Империя вкуса"", с говядиной", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Малаховский"", ""Для завтрака"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Клинский"" ""Для завтрака"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Эколь"", ""К завтраку Халяль"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Ветчина ""Чернышихинские колбасы"", ""Для завтрака"", категория А", Мясные продукты , Ветчина ,,, ,https://roscontrol.com/
0,"Фарш ""Мираторг"" говяжий, категория Б", Мясные продукты , Фарш ,81,70,70,https://roscontrol.com/
0,"Фарш ""Самсон"" говяжий, категория А", Мясные продукты , Фарш ,78,83,72,https://roscontrol.com/
0,"Фарш ""Самсон"" ""Домашний""", Мясные продукты , Фарш ,78,92,77,https://roscontrol.com/
0,"""Предложение мясника"", домашний", Мясные продукты , Фарш ,83,88,78,https://roscontrol.com/
0,"""Рамфуд"", ""Любительский""", Мясные продукты , Фарш ,73,79,71,https://roscontrol.com/
0,"""Эколь"", говяжий", Мясные продукты , Фарш ,49,74,65,https://roscontrol.com/
0,"Фарш ""Перекресток"" ""Домашний""", Мясные продукты , Фарш ,29,63,60,https://roscontrol.com/
0,"Фарш ""Ашан"" ""Домашний""", Мясные продукты , Фарш ,50,70,60,https://roscontrol.com/
0,"Фарш Selgros ""Домашний""", Мясные продукты , Фарш ,19,83,56,https://roscontrol.com/
0,"Фарш ""Мясновъ"" говяжий, категория А", Мясные продукты , Фарш ,79,54,64,https://roscontrol.com/
0,"Фарш ""Рамфуд"" говяжий, категория А", Мясные продукты , Фарш ,78,47,68,https://roscontrol.com/
0,"Фарш ""Мираторг"" ""Домашний""", Мясные продукты , Фарш ,65,63,62,https://roscontrol.com/
0,"Фарш ""Азбука вкуса"" ""Домашний""", Мясные продукты , Фарш ,,, ,https://roscontrol.com/
0,"Фарш ""О'Кей"" ""Домашний""", Мясные продукты , Фарш ,,, ,https://roscontrol.com/
0,"Фарш ""Карусель"" ""Домашний""", Мясные продукты , Фарш ,,, ,https://roscontrol.com/
0,"Фарш ""МясновЪ"" ""Домашний""", Мясные продукты , Фарш ,,, ,https://roscontrol.com/
0,"Фарш ""Останкино"" говяжий, категория Б", Мясные продукты , Фарш ,,, ,https://roscontrol.com/
0,"Фарш ""Черкизово"" ""Домашний""", Мясные продукты , Фарш ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""Йошкар-Олинский мясокомбинат"", высший сорт", Мясные продукты , Мясные консервы ,70,67,65,https://roscontrol.com/
0,"Свинина тушеная ""Честный продукт "", высший сорт", Мясные продукты , Мясные консервы ,72,70,66,https://roscontrol.com/
0,"Свинина тушеная ""БАРС"", высший сорт", Мясные продукты , Мясные консервы ,70,59,60,https://roscontrol.com/
0,"Свинина тушеная ""Йошкар-Олинский мясокомбинат"", высший сорт", Мясные продукты , Мясные консервы ,69,69,62,https://roscontrol.com/
0,"Свинина тушеная ""Главпродукт"", ""Экстра"", высший сорт", Мясные продукты , Мясные консервы ,58,60,61,https://roscontrol.com/
0,"Свинина тушеная ""ГРОДФУД""", Мясные продукты , Мясные консервы ,58,55,58,https://roscontrol.com/
0,"Говядина тушеная ""Гродфуд"", первый сорт", Мясные продукты , Мясные консервы ,72,54,60,https://roscontrol.com/
0,"Говядина тушеная ""Йошкар-Олинский мясокомбинат"" высший сорт", Мясные продукты , Мясные консервы ,69,38,60,https://roscontrol.com/
0,"Свинина тушеная ""Ремит"", высший сорт", Мясные продукты , Мясные консервы ,74,49,60,https://roscontrol.com/
0,"Свинина тушеная ""Мясницкий ряд"", высший сорт", Мясные продукты , Мясные консервы ,73,35,55,https://roscontrol.com/
0,"Говядина тушеная ""Сохраним традиции"" ""Премиум"", высший сорт", Мясные продукты , Мясные консервы ,53,32,47,https://roscontrol.com/
0,"Говядина тушеная ""Столетовский мясной двор"" высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""Главпродукт"" высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""Великолукский мясокомбинат"" высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""Елинский"" высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""О'кей"", высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""Курганский стандарт"", высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Говядина тушеная ""Неприкосновенный запас"", высший сорт", Мясные продукты , Мясные консервы ,,, ,https://roscontrol.com/
0,"Шпик ""Микоян"" по-домашнему", Мясные продукты , Мясная гастрономия ,94,46,61,https://roscontrol.com/
0,"Буженина ""Рублёвский"" запеченная", Мясные продукты , Мясная гастрономия ,74,64,46,https://roscontrol.com/
0,"Буженина ""Папа может / Останкино""", Мясные продукты , Мясная гастрономия ,73,37,29,https://roscontrol.com/
0,"Буженина ""Мясной дом Бородина"" запеченная", Мясные продукты , Мясная гастрономия ,71,77,74,https://roscontrol.com/
0,"Буженина ""Ближние горки"" запеченная", Мясные продукты , Мясная гастрономия ,79,69,65,https://roscontrol.com/
0,"Буженина ""Ремит"" запеченная", Мясные продукты , Мясная гастрономия ,76,77,66,https://roscontrol.com/
0,"Шпик ""Марти"" домашний", Мясные продукты , Мясная гастрономия ,74,51,60,https://roscontrol.com/
0,Бекон Horeca, Мясные продукты , Мясная гастрономия ,46,57,43,https://roscontrol.com/
0,"Бекон ""Ремит""", Мясные продукты , Мясная гастрономия ,51,61,39,https://roscontrol.com/
0,"Бекон ""Царицыно""", Мясные продукты , Мясная гастрономия ,54,42,42,https://roscontrol.com/
0,"Бекон ""Дымов""", Мясные продукты , Мясная гастрономия ,55,41,26,https://roscontrol.com/
0,"Бекон ""Окраина""", Мясные продукты , Мясная гастрономия ,58,29,34,https://roscontrol.com/
0,"Бекон ""Велком""", Мясные продукты , Мясная гастрономия ,52,30,36,https://roscontrol.com/
0,"Грудинка ""Ремит""", Мясные продукты , Мясная гастрономия ,49,45,29,https://roscontrol.com/
0,"Шейка ""Ремит"" варёно-копчёная", Мясные продукты , Мясная гастрономия ,51,52,31,https://roscontrol.com/
0,"Шейка ""Останкино"", ""Столичная"" варёно-копчёная", Мясные продукты , Мясная гастрономия ,57,62,36,https://roscontrol.com/
0,Шпик Fine Life по-домашнему, Мясные продукты , Мясная гастрономия ,61,48,48,https://roscontrol.com/
0,"Шпик ""Таганский мясокомбинат"" по-домашнему", Мясные продукты , Мясная гастрономия ,90,21,57,https://roscontrol.com/
0,"Паштет печеночный ""Йошкар-Олинский мясокомбинат""", Мясные продукты , Паштеты ,93,74,71,https://roscontrol.com/
0,Паштет Setra из куриной печени, Мясные продукты , Паштеты ,63,3,29,https://roscontrol.com/
0,"Паштет ""Главпродукт"" из куриной печени", Мясные продукты , Паштеты ,58,28,34,https://roscontrol.com/
0,"Паштет ""Каждый день"" с куриной печенью", Мясные продукты , Паштеты ,62,7,21,https://roscontrol.com/
0,Паштет Argeta из куриной печени, Мясные продукты , Паштеты ,63,10,31,https://roscontrol.com/
0,Паштет Argeta куриный, Мясные продукты , Паштеты ,68,21,36,https://roscontrol.com/
0,"Паштет ""Гродфуд"" куриный печеночный", Мясные продукты , Паштеты ,60,4,20,https://roscontrol.com/
0,"Паштет печёночный ""ОК""", Мясные продукты , Паштеты ,47,27,36,https://roscontrol.com/
0,Паштет Hungrow из куриной печени, Мясные продукты , Паштеты ,,, ,https://roscontrol.com/
0,"Паштет ""Дачник"" печеночный куриный", Мясные продукты , Паштеты ,,, ,https://roscontrol.com/
0,"Паштет мясной ""Кругосвет"", ""Егорьевская фабрика""", Мясные продукты , Паштеты ,,, ,https://roscontrol.com/
0,"Паштет ""Печёночный"", ""Рублёвский""", Мясные продукты , Паштеты ,,, ,https://roscontrol.com/
0,"Паштет ""Печёночный"", ""ОМПК""", Мясные продукты , Паштеты ,,, ,https://roscontrol.com/
0,Паштет печёночный Pate Grand-Mere классический, Мясные продукты , Паштеты ,,, ,https://roscontrol.com/
0,"Пельмени ""Бийские"" с говядиной и свининой", Мясные продукты , Пельмени и хинкали ,92,58,71,https://roscontrol.com/
0,"Пельмени ""Бийские"" с говядиной и свининой, ручная лепка", Мясные продукты , Пельмени и хинкали ,85,57,69,https://roscontrol.com/
0,"Пельмени ""Sибирская коллекция"" ""Домашние""", Мясные продукты , Пельмени и хинкали ,89,55,75,https://roscontrol.com/
0,"Пельмени ""Стародворье"" из свинины и говядины", Мясные продукты , Пельмени и хинкали ,66,34,38,https://roscontrol.com/
0,"Пельмени ""Мираторг"" ""Домашние""", Мясные продукты , Пельмени и хинкали ,93,65,76,https://roscontrol.com/
0,"Пельмени ""Рязанские"" с говядиной и свининой", Мясные продукты , Пельмени и хинкали ,76,27,66,https://roscontrol.com/
0,"Пельмени ""Цезарь"", ""Классические", Мясные продукты , Пельмени и хинкали ,89,28,63,https://roscontrol.com/
0,"Пельмени ""Сибирская коллекция"" ""Новосибирские""", Мясные продукты , Пельмени и хинкали ,89,56,72,https://roscontrol.com/
0,"Пельмени ""Желтая подводная лодка"" с говядиной и свининой", Мясные продукты , Пельмени и хинкали ,83,47,68,https://roscontrol.com/
0,"Пельмени ""Мыс Алтая"" с говядиной и свининой", Мясные продукты , Пельмени и хинкали ,94,56,74,https://roscontrol.com/
0,"Пельмени ""Сибирская коллекция"", ""Сибирские""", Мясные продукты , Пельмени и хинкали ,87,54,79,https://roscontrol.com/
0,"Пельмени ""Окраина"", ""Сибирские""", Мясные продукты , Пельмени и хинкали ,86,30,55,https://roscontrol.com/
0,"Пельмени ""Останкино"", ""Папа может""", Мясные продукты , Пельмени и хинкали ,75,55,58,https://roscontrol.com/
0,"Пельмени ""Окраина"", ""Домашние""", Мясные продукты , Пельмени и хинкали ,81,64,69,https://roscontrol.com/
0,"Пельмени ""Ложкаревъ"", ""Из отборной говядины""", Мясные продукты , Пельмени и хинкали ,88,22,56,https://roscontrol.com/
0,"Пельмени ""Цезарь"" ""Домашние""", Мясные продукты , Пельмени и хинкали ,83,56,59,https://roscontrol.com/
0,"Пельмени ""Рублёвский"" ""Сибирские""", Мясные продукты , Пельмени и хинкали ,98,33,67,https://roscontrol.com/
0,"Пельмени ""Останкинские"", ""Традиционные""", Мясные продукты , Пельмени и хинкали ,88,21,46,https://roscontrol.com/
0,"Колбаса ""Микоян"", ""Для поста"" с паприкой", Мясные продукты , Аналоги мясных продуктов ,,, ,https://roscontrol.com/
0,"Паштет ""Микоян"", ""Для поста""", Мясные продукты , Аналоги мясных продуктов ,,, ,https://roscontrol.com/
0,"Сосиски ""Микоян"", ""Постные с капустой""", Мясные продукты , Аналоги мясных продуктов ,,, ,https://roscontrol.com/
0,"Сосиски ""Микоян"", ""Постные с паприкой""", Мясные продукты , Аналоги мясных продуктов ,,, ,https://roscontrol.com/
0,"Свиной окорок ""Мираторг"", категория А", Мясные продукты , Мясо ,71,57,67,https://roscontrol.com/
0,"Свиной окорок ""Черкизово"", категория А", Мясные продукты , Мясо ,56,55,64,https://roscontrol.com/
0,"Свиной окорок Selgros, категория А", Мясные продукты , Мясо ,63,92,75,https://roscontrol.com/
0,"Свиной окорок ""Гиперглобус"" (Globus), категория А", Мясные продукты , Мясо ,68,73,74,https://roscontrol.com/
0,"Свиной окорок ""МясновЪ"", категория Б", Мясные продукты , Мясо ,61,75,71,https://roscontrol.com/
0,"Эскалоп свиной ""Ашан""", Мясные продукты , Мясо ,80,100,79,https://roscontrol.com/
0,Стейк свиной Globus, Мясные продукты , Мясо ,73,100,81,https://roscontrol.com/
0,Стейк свиной Selgros, Мясные продукты , Мясо ,77,72,74,https://roscontrol.com/
0,"Стейк свиной ""Мираторг""", Мясные продукты , Мясо ,83,77,75,https://roscontrol.com/
0,Шейка свиная Selgros, Мясные продукты , Мясо ,73,76,73,https://roscontrol.com/
0,"Свиной окорок ""Азбука Вкуса""", Мясные продукты , Мясо ,73,54,73,https://roscontrol.com/
0,"Свиной окорок ""О'кей"", категория А", Мясные продукты , Мясо ,65,65,72,https://roscontrol.com/
0,"Свиной окорок ""Карусель/Перекресток"", категория Б", Мясные продукты , Мясо ,73,89,79,https://roscontrol.com/
0,"Свиная шейка ""ВкусВилл""", Мясные продукты , Мясо ,81,97,82,https://roscontrol.com/
0,"Свиная шейка ""Черкизово""", Мясные продукты , Мясо ,81,66,71,https://roscontrol.com/
0,"Свиная шейка ""Мясное изобилие""", Мясные продукты , Мясо ,86,71,74,https://roscontrol.com/
0,"Свиной окорок ""Слово мясника"", категория А", Мясные продукты , Мясо ,64,46,56,https://roscontrol.com/
0,"Свиной окорок ""Промагро"", категория А", Мясные продукты , Мясо ,71,5,53,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Окраина», Мясные продукты , Сырокопченая колбаса ,74,36,46,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Рублевский», Мясные продукты , Сырокопченая колбаса ,2,37,47,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Останкино», Мясные продукты , Сырокопченая колбаса ,73,61,52,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Велком», Мясные продукты , Сырокопченая колбаса ,79,52,51,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Клинский», Мясные продукты , Сырокопченая колбаса ,81,53,50,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Дымов», Мясные продукты , Сырокопченая колбаса ,74,63,52,https://roscontrol.com/
0,Колбаса сырокопченая «Брауншвейгская полусухая» «Малаховский», Мясные продукты , Сырокопченая колбаса ,,, ,https://roscontrol.com/
0,"Колбаса сырокопченая ""Брауншвейгская полусухая"" ""Ближние горки""", Мясные продукты , Сырокопченая колбаса ,,, ,https://roscontrol.com/
0,"Ребрышки ""Ашан""", Мясные продукты , Полуфабрикаты мясные ,80,56,46,https://roscontrol.com/
0,"Ребрышки ""Мясновъ""", Мясные продукты , Полуфабрикаты мясные ,68,79,62,https://roscontrol.com/
0,"Ребрышки ""Черкизово""", Мясные продукты , Полуфабрикаты мясные ,79,80,60,https://roscontrol.com/
0,"Ребрышки ""Мираторг"" ""Барбекю""", Мясные продукты , Полуфабрикаты мясные ,74,81,58,https://roscontrol.com/
0,"Колбаски ""Мираторг"" из говядины", Мясные продукты , Полуфабрикаты мясные ,79,70,58,https://roscontrol.com/
0,Купаты Selgros с паприкой, Мясные продукты , Полуфабрикаты мясные ,65,58,54,https://roscontrol.com/
0,"Купаты ""Мираторг"" из свинины, категория В", Мясные продукты , Полуфабрикаты мясные ,75,71,62,https://roscontrol.com/
0,"Шашлык ""Малаховский", Мясные продукты , Полуфабрикаты мясные ,68,83,54,https://roscontrol.com/
0,"Ребрышки ""Самсон / Гриль мания""", Мясные продукты , Полуфабрикаты мясные ,63,60,37,https://roscontrol.com/
0,"Ребрышки ""Ближние Горки"" ""Пикантные""", Мясные продукты , Полуфабрикаты мясные ,59,61,42,https://roscontrol.com/
0,"Колбаски ""Самсон из говядины", Мясные продукты , Полуфабрикаты мясные ,71,15,34,https://roscontrol.com/
0,"Колбаски ""О'кей"" из говядины", Мясные продукты , Полуфабрикаты мясные ,83,20,42,https://roscontrol.com/
0,"Колбаски ""НДК (Азбука вкуса)"" из говядины и свинины", Мясные продукты , Полуфабрикаты мясные ,69,45,48,https://roscontrol.com/
0,"Колбаски ""Ашан / Фильер"" из говядины", Мясные продукты , Полуфабрикаты мясные ,83,40,40,https://roscontrol.com/
0,"Купаты ""Рестория"" ""Московские, категория Б", Мясные продукты , Полуфабрикаты мясные ,71,57,53,https://roscontrol.com/
0,"Ребрышки ""Globus / Мясной цех""", Мясные продукты , Полуфабрикаты мясные ,,, ,https://roscontrol.com/
0,Колбаски Globus для гриля, Мясные продукты , Полуфабрикаты мясные ,,, ,https://roscontrol.com/
0,"Колбаски ""МясновЪ"" ""Баварские""", Мясные продукты , Полуфабрикаты мясные ,,, ,https://roscontrol.com/
0,"Язык говяжий ""Мираторг""", Мясные продукты , Субпродукты мясные ,79,32,59,https://roscontrol.com/
0,"Язык говяжий ""Перекрёсток""", Мясные продукты , Субпродукты мясные ,55,39,57,https://roscontrol.com/
0,"Язык говяжий ""Ашан / Мясное изобилие""", Мясные продукты , Субпродукты мясные ,74,47,67,https://roscontrol.com/
0,Язык говяжий Metro, Мясные продукты , Субпродукты мясные ,66,40,56,https://roscontrol.com/
0,"Язык говяжий ""О`Кей""", Мясные продукты , Субпродукты мясные ,52,30,52,https://roscontrol.com/
0,Язык говяжий Selgros, Мясные продукты , Субпродукты мясные ,32,31,49,https://roscontrol.com/
0,"Язык говяжий ""Карусель""", Мясные продукты , Субпродукты мясные ,,, ,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Чернышихинское мясо""", Птица , Тушка цыпленка бройлера ,67,60,67,https://roscontrol.com/
0,"Тушка цыплёнка-бройлера ""Первая свежесть""", Птица , Тушка цыпленка бройлера ,80,60,68,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Петелинка""", Птица , Тушка цыпленка бройлера ,85,50,70,https://roscontrol.com/
0,"Тушка цыплёнка-бройлера ""ВкусВилл""", Птица , Тушка цыпленка бройлера ,81,60,74,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Ясные зори""", Птица , Тушка цыпленка бройлера ,83,58,73,https://roscontrol.com/
0,"Тушка цыпленка бройлера ""Латифа Халяль""", Птица , Тушка цыпленка бройлера ,79,43,65,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Мираторг""", Птица , Тушка цыпленка бройлера ,74,41,61,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Верхневолжская птицефабрика""", Птица , Тушка цыпленка бройлера ,68,0,56,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Акашево""", Птица , Тушка цыпленка бройлера ,72,0,55,https://roscontrol.com/
0,"Тушка цыплёнка-бройлера ""Белая птица""", Птица , Тушка цыпленка бройлера ,60,0,55,https://roscontrol.com/
0,"Тушка цыплёнка-бройлера ""Троекурово""", Птица , Тушка цыпленка бройлера ,64,0,48,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Приосколье""", Птица , Тушка цыпленка бройлера ,75,36,65,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Первым делом""", Птица , Тушка цыпленка бройлера ,78,23,64,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Домашняя курочка""", Птица , Тушка цыпленка бройлера ,,, ,https://roscontrol.com/
0,"Тушка цыпленка бройлера ""Петруха""", Птица , Тушка цыпленка бройлера ,,, ,https://roscontrol.com/
0,"Тушка цыпленка-бройлера ""Моссельпром""", Птица , Тушка цыпленка бройлера ,,, ,https://roscontrol.com/
0,"Тушка цыплёнка-бройлера ""Кудашка"" для детского питания", Птица , Тушка цыпленка бройлера ,,, ,https://roscontrol.com/
0,"Тушка цыпленка бройлера ""Куриное царство""", Птица , Тушка цыпленка бройлера ,,, ,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""Первая свежесть""", Птица , Полуфабрикаты из цыпленка бройлера ,78,58,69,https://roscontrol.com/
0,"Крыло цыплят бройлеров ""Первая свежесть""", Птица , Полуфабрикаты из цыпленка бройлера ,80,42,67,https://roscontrol.com/
0,"Шашлык ""Петелинка"" куриный", Птица , Полуфабрикаты из цыпленка бройлера ,27,66,53,https://roscontrol.com/
0,"Шашлык ""Мираторг"" куриный", Птица , Полуфабрикаты из цыпленка бройлера ,20,56,44,https://roscontrol.com/
0,"Бедро цыплят-бройлеров с кожей ""Каждый день""", Птица , Полуфабрикаты из цыпленка бройлера ,75,76,74,https://roscontrol.com/
0,"Голень цыплят-бройлеров с кожей ""Ярославский бройлер""", Птица , Полуфабрикаты из цыпленка бройлера ,83,64,71,https://roscontrol.com/
0,"Голень цыплят-бройлеров с кожей ""Первая свежесть""", Птица , Полуфабрикаты из цыпленка бройлера ,81,55,70,https://roscontrol.com/
0,"Крыло цыплят бройлеров ""Белая птица / Халяль""", Птица , Полуфабрикаты из цыпленка бройлера ,56,27,60,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""ВкусВилл""", Птица , Полуфабрикаты из цыпленка бройлера ,47,73,62,https://roscontrol.com/
0,"Крыло цыплят бройлеров ""Ясные зори""", Птица , Полуфабрикаты из цыпленка бройлера ,0,37,45,https://roscontrol.com/
0,"Крыло цыплят бройлеров ""Петелинка""", Птица , Полуфабрикаты из цыпленка бройлера ,0,40,45,https://roscontrol.com/
0,Бедро цыплят-бройлеров Servilux, Птица , Полуфабрикаты из цыпленка бройлера ,28,74,62,https://roscontrol.com/
0,"Бедро цыплят-бройлеров с кожей ""Ясные зори""", Птица , Полуфабрикаты из цыпленка бройлера ,21,77,60,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""Куриное царство""", Птица , Полуфабрикаты из цыпленка бройлера ,49,44,55,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""Латифа Халяль""", Птица , Полуфабрикаты из цыпленка бройлера ,51,44,55,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""Ярославский бройлер""", Птица , Полуфабрикаты из цыпленка бройлера ,53,31,52,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""Приосколье""", Птица , Полуфабрикаты из цыпленка бройлера ,47,29,52,https://roscontrol.com/
0,"Окорочок цыплят-бройлеров ""Моссельпром""", Птица , Полуфабрикаты из цыпленка бройлера ,48,44,56,https://roscontrol.com/
0,"Филе цыпленка-бройлера без кожи ""Мираторг""", Птица , Филе ,76,73,71,https://roscontrol.com/
0,"Филе цыпленка-бройлера ""Ярославский бройлер""", Птица , Филе ,76,63,68,https://roscontrol.com/
0,"Филе цыпленка-бройлера без кожи ""Петелинка""", Птица , Филе ,73,69,69,https://roscontrol.com/
0,"Филе индейки ""Краснобор""", Птица , Филе ,77,67,68,https://roscontrol.com/
0,"Филе бедра цыплят-бройлеров без кожи ""Ярославский бройлер""", Птица , Филе ,52,51,58,https://roscontrol.com/
0,"Филе бедра цыплят-бройлеров без кожи ""Первая свежесть""", Птица , Филе ,76,54,64,https://roscontrol.com/
0,"Филе бедра цыплят-бройлеров без кожи ""Рококо""", Птица , Филе ,73,52,63,https://roscontrol.com/
0,"Филе бедра цыплят-бройлеров без кожи ""Петелинка""", Птица , Филе ,72,41,61,https://roscontrol.com/
0,"Филе индейки ""Индис""", Птица , Филе ,42,47,56,https://roscontrol.com/
0,"Филе индейки ""Пава Пава""", Птица , Филе ,57,59,60,https://roscontrol.com/
0,"Филе индейки ""Индилайт""", Птица , Филе ,77,25,57,https://roscontrol.com/
0,"Филе цыпленка-бройлера без кожи ""Первая свежесть""", Птица , Филе ,51,59,61,https://roscontrol.com/
0,"Филе бедра индейки ""Краснобор""", Птица , Филе ,60,0,48,https://roscontrol.com/
0,"Филе бедра индейки ""Индолина""", Птица , Филе ,55,14,52,https://roscontrol.com/
0,"Филе бедра цыплят-бройлеров без кожи ""Белая птица""", Птица , Филе ,75,28,58,https://roscontrol.com/
0,"Филе индейки ""ВкусВилл""", Птица , Филе ,54,17,50,https://roscontrol.com/
0,"Филе цыпленка-бройлера ""Латифа Халяль""", Птица , Филе ,,, ,https://roscontrol.com/
0,"Филе бедра индейки ""ВкусВилл""", Птица , Филе ,,, ,https://roscontrol.com/
0,"Куриная печень ""Ржевское подворье"" охлаждённая", Птица , Печень ,53,69,63,https://roscontrol.com/
0,"Куриная печень ""Ярославский бройлер"" охлаждённая", Птица , Печень ,46,67,57,https://roscontrol.com/
0,"Куриная печень ""Ясные зори"" охлаждённая", Птица , Печень ,58,68,60,https://roscontrol.com/
0,"Куриная печень ""Белая птица"" охлаждённая", Птица , Печень ,58,67,62,https://roscontrol.com/
